#,Name,ID,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
79,Michael Blazevich,,SS,Toledo,,5112,204,108.9,-0.9,17.9,Blazevich,5112,204,,,,4.52,2.6,1.56,4.33,7.05,14,32.5,9.83
80,Nate Holley,,SS,Kent State,,5112,209,108.8,-0.9,17.6,Holley,5112,209,,,,4.68,2.65,1.57,4.25,6.96,15,33.5,9.5
81,Blake McClain,,SS,Kentucky,,5105,193,108.8,-0.9,17.5,McClain,5105,193,,,,4.59,2.59,1.53,4.34,7.33,13,36,9.83
82,Corey Neely,,FS,Marshall,,5106,177,107.2,-1,15.9,Neely,5106,177,,,,4.58,2.64,1.59,4.18,7.08,9,35,10.17
83,Khari Vanderbilt,,FS,California,,6007,193,106.9,-1,15.2,Vanderbilt,6007,193,,,,4.61,2.7,1.63,4.53,7.09,11,37,10.5
84,Aaron Taylor,,SS,Ball State,,5114,206,107.6,-1,14.8,Taylor,5114,206,,,,4.59,2.65,1.64,4.26,7.08,18,35,9.75
85,Decorian Johnson,,FS,McMurry,,5105,186,106.7,-1,14.8,Johnson,5105,186,,,,4.62,2.61,1.57,4.39,7.11,12,36,10
86,Tevin Shaw,,FS,Kansas,,5100,194,106.4,-1.1,14.1,Shaw,5100,194,,,,4.68,2.68,1.63,4.27,7.19,24,35.5,9.92
87,Curtis Lindsay,,SS,West Georgia,,5107,202,107.2,-1.1,13.9,Lindsay,5107,202,,,,4.56,2.71,1.54,4.37,6.88,15,31,9.67
88,Damariay Drew,,SS,California,,5105,205,107.1,-1.1,13.8,Drew,5105,205,,,,4.6,2.64,1.59,4.4,6.99,15,35,9.58
89,Shalom Luani,DB37,SS,Washington State,23.1,5113,202,106.8,-1.1,13.2,Luani,5113,202,32,9.75,74.5,4.55,2.65,1.58,4.21,6.87,12,31,9.67
90,Fish Smithson,,DS,Kansas,,5102,201,106.4,-1.1,13.1,Smithson,5102,201,31.25,9.5,74.5,4.55,2.57,1.59,4.37,7.12,17,36.5,9.33
91,Lee Crosby,,FS,New Mexico,,5107,195,105.9,-1.1,13,Crosby,5107,195,,,,4.68,,1.59,4.5,7.18,24,37,9.75
92,Dion Henrique,,FS,New Mexico State,,6000,202,105.9,-1.1,12.9,Henrique,6000,202,,,,4.71,2.68,1.63,4.33,6.96,12,35,9.92
93,Trevin Wiens,,SS,Washburn,,5116,194,106.5,-1.1,12.6,Wiens,5116,194,,,,4.58,2.65,1.6,,,14,33,10
94,Rayshan Clark,,FS,Albany,,6001,206,105.7,-1.1,12.6,Clark,6001,206,,,,4.74,2.75,1.57,4.48,6.95,8,36.5,9.5
95,Tedric Thompson,DB50,DS,Colorado,22.6,6000,204,106,-1.2,12.2,Thompson,6000,204,31.5,9.625,75.125,4.6,2.68,1.63,4.36,7.11,17,35.5,9.75
96,Jarrett Ross,,FS,Maryland,,5091,194,105.5,-1.2,12.2,Ross,5091,194,,,,4.55,2.64,1.56,4.41,7.15,8,33.5,10.08
97,Johnell Celistan,,FS,Tulsa,,6003,190,105.2,-1.2,11.6,Celistan,6003,190,,,,4.7,2.7,1.6,4.3,7.08,12,33.5,10.25
98,Damarius Travis,DB52,DS,Minnesota,23.4,6007,206,105.5,-1.2,11.4,Travis,6007,206,31.75,9,78.125,4.65,2.56,1.63,4.14,6.96,13,33,9.58
99,Marquez Gollman,,FS,Grand Valley State,,5100,186,105.1,-1.2,11.3,Gollman,5100,186,,,,4.61,2.63,1.62,4.47,7.02,19,34,10.42
100,Weston Steelhammer,,DS,Air Force,22.4,6010,197,105.4,-1.2,11.1,Steelhammer,6010,197,30.25,8.75,73,4.77,2.72,1.59,4.34,6.96,,32.5,10.08
101,Dominick Jones,,FS,Louisiana-Lafayette,,5106,189,104.6,-1.3,10.4,Jones,5106,189,,,,4.54,2.57,1.61,4.19,7.04,18,33.5,9.58
102,Jordan Sterns,,DS,Oklahoma State,23.3,5110,198,104.9,-1.3,10.4,Sterns,5110,198,31.375,8.875,74.125,4.67,2.79,1.66,4.32,7.12,15,36,10.08
103,Tyson Graham,,SS,South Dakota,,6012,208,105.2,-1.3,10.3,Graham,6012,208,,,,4.56,2.6,1.63,4.3,7.21,17,31.5,10.17
104,Dravious Wright,,SS,North Carolina State,,5087,194,105.2,-1.3,10.2,Wright,5087,194,,,,4.62,2.59,1.6,4.34,7.14,,33,10.17
105,Eric Foster,,SS,Alcorn State,,6023,196,105.2,-1.3,10.2,Foster,6023,196,,,,4.69,2.7,1.63,4.47,6.95,16,35,10.17
106,Dymonte Thomas,,DS,Michigan,23.8,5112,194,104.8,-1.3,10.2,Thomas,5112,194,30.5,9,73.5,4.5,2.54,1.57,4.51,6.89,,32.5,9.83
107,Maurice Smith,,SS,Georgia,22.2,5117,194,105,-1.3,9.9,Smith,5117,194,30.625,8.75,72.5,4.63,2.69,1.57,4.2,6.94,16,31.5,9.58
108,Kalen Jackson,,SS,South Alabama,,6002,214,104.9,-1.3,9.7,Jackson,6002,214,,,,4.75,2.76,1.67,4.39,7.47,22,37,10.17
109,Deondre Singleton,,FS,Duke,,5104,196,104.2,-1.3,9.6,Singleton,5104,196,,,,4.64,2.68,1.6,4.31,6.93,,33.5,9.58
110,Malik Smith,,SS,San Diego State,,6001,195,104.7,-1.3,9.5,Smith,6001,195,,,,4.58,2.66,1.62,4.28,7.13,20,34,9.75
111,Xavier Moss,,FS,Army,,6017,196,103.9,-1.3,9.2,Moss,6017,196,,,,4.66,2.73,1.6,4.39,7.01,5,33.5,10.17
112,Cloves Campbell,,FS,Georgia State,,5117,204,103.8,-1.3,9.1,Campbell,5117,204,,,,4.69,2.69,1.64,4.44,7.28,14,36.5,10.08
113,Jeffery Johnson,,FS,Western Michigan,,5081,203,103.7,-1.3,8.9,Johnson,5081,203,,,,4.68,2.58,1.6,4.51,7.17,22,34.5,9.83
114,Terrish Webb,,FS,Pittsburgh,,5107,190,103.4,-1.4,8.4,Webb,5107,190,,,,4.55,2.56,1.6,4.44,6.97,11,32.5,10.17
115,Thomas Brown,,FS,Furman,,6006,205,103.3,-1.4,8.2,Brown,6006,205,,,,4.64,2.78,1.66,4.32,7.27,15,37,9.67
116,Trey Robinson,,SS,Furman,,6005,217,103.8,-1.4,8.1,Robinson,6005,217,,,,4.63,2.64,1.64,4.46,7.33,14,36.5,9.75
117,Martez Hester,,SS,Ball State,,6010,210,103.8,-1.4,8,Hester,6010,210,,,,4.57,2.66,1.65,,,10,31.5,10
118,Garrett Juergens,,FS,BYU,,5090,181,102.6,-1.5,7.3,Juergens,5090,181,,,,4.53,2.61,1.63,4.27,6.86,21,33,9.67
119,Aaron Peak,,SS,Butler County CC,,5092,193,102.6,-1.5,6.4,Peak,5092,193,,,,4.6,2.58,1.61,4.69,7.23,13,37.5,10.17
120,Reggie Mitchell,,FS,Pittsburgh,,5106,188,101.9,-1.5,6.3,Mitchell,5106,188,,,,4.67,2.7,1.66,4.27,7.14,12,33.5,10.42
121,Cody Brown,,SS,Arkansas State,,6001,206,102.4,-1.5,6.2,Brown,6001,206,,,,4.61,2.72,1.65,4.31,7.32,19,33.5,9.92
122,Nate Godwin,,SS,South Florida,,5106,210,102.3,-1.5,6.1,Godwin,5106,210,,,,4.52,2.55,1.6,4.33,7.81,19,37,9.25
123,Denzel Johnson,,SS,TCU,,6003,198,102.3,-1.5,6.1,Johnson,6003,198,,,,4.67,2.64,1.62,4.58,7.15,17,35.5,10.08
124,Jarnor Jones,,FS,Iowa State,,6030,205,101.6,-1.6,5.9,Jones,6030,205,,,,4.7,2.7,1.59,4.71,7.28,14,34,10.33
125,Tre Hunter,,SS,Louisiana-Monroe,,5117,191,102,-1.6,5.8,Hunter,5117,191,,,,4.69,2.65,1.65,4.46,7.25,14,38,10.08
126,Dorian Williams,,SS,Princeton,,5101,203,102,-1.6,5.8,Williams,5101,203,,,,4.66,2.7,1.62,4.23,6.8,13,32.5,9.25
127,Devin Centers,,FS,Utah State,,5085,202,101.2,-1.6,5.5,Centers,5085,202,,,,4.67,2.69,1.64,4.4,7.05,18,32,10
128,DNerius Antoine,,SS,Southern Miss,,5112,222,101.5,-1.6,5.2,Antoine,5112,222,,,,4.62,2.65,1.6,4.46,7.08,10,33,9.33
129,Lloyd Grogan,,SS,Louisiana Tech,,6002,218,101.3,-1.6,5.1,Grogan,6002,218,,,,4.68,2.72,1.63,4.52,7.35,20,33,10
130,Jihaad Pretlow,,FS,Fordham,,5095,200,100.7,-1.6,5,Pretlow,5095,200,,,,4.67,2.62,1.62,4.49,7.39,13,35,10.17
131,Gunnar Kayser,,SS,Montana Tech,,6030,217,101.2,-1.6,5,Kayser,6030,217,,,,4.74,2.81,1.68,4.37,7.12,16,32.5,10.08
132,Keshawn Walker,,SS,Northern Michigan,,5102,203,100.8,-1.7,4.6,Walker,5102,203,,,,4.76,2.69,1.58,4.32,6.96,15,31.5,9.42
133,Bazie Bates IV,,SS,Kansas,,5116,188,100.7,-1.7,4.5,Bates IV,5116,188,,,,4.78,2.6,1.59,4.5,7.39,8,38.5,10
134,Mark Meyers,,FS,Toledo,,5114,182,100,-1.7,4.3,Meyers,5114,182,,,,4.64,2.7,1.58,4.33,7.03,7,31,10.17
135,Josh Monteagudo,,SS,Emporia State,,5107,195,100.4,-1.7,4.2,Monteagudo,5107,195,,,,4.73,2.7,1.61,,,11,35.5,9.58
136,Tellas Jones,,FS,Arizona,,5117,192,98.5,-1.9,3.1,Jones,5117,192,,,,4.62,2.66,1.63,4.28,7.04,10,33,9.58
137,Marc Remy,,FS,Toledo,,5104,193,98.4,-1.9,3,Remy,5104,193,,,,4.62,2.71,1.58,4.2,6.84,9,29,9.42
